7.017439110171223016e-01 4.684649354426977386e-01
4.741621815393437522e-01 7.046323632620932198e-02
9.439453300096720678e-01 1.283040075585822892e+00
1.403279651634580238e-01 -3.304880082519637274e-01
8.224420618879664246e-01 1.827818749694708256e+00
7.463660996757873756e-01 6.056934203673121075e-01
6.840010658298204538e-01 3.348396446321159070e-01
4.596154700000996129e-01 6.453342246242133040e-02
1.047493168126196750e-01 8.170904828758676075e-01
3.646656095144330534e-01 8.747943397108270958e-02
7.301576991174062448e-01 6.975791774139223911e-01
2.771151595345318075e-01 8.708941112890866698e-02
1.981438933629767751e-01 -2.615953861233590860e-01
6.108061748136323077e-01 2.415259351720414616e-01
1.554906468487005089e-02 4.770028760396086698e-01
7.139057888362008164e-01 3.567586771902863108e-01
8.794575945416209795e-01 1.543612683411418107e+00
2.839350746701269079e-01 -1.376214054571985312e-01
4.331822631991166794e-01 2.714193582530410875e-01
1.773876836714141092e-01 1.617705657016133003e-03
